Zip,City,State,Latitude,Longitude,Timezone,Daylight savings time flag,geopoint
30560,Morganton,GA,34.887912,-84.2098,-5,1,34.887912
30562,Mountain City,GA,34.917466,-83.38487,-5,1,34.917466
30563,Mount Airy,GA,34.549681,-83.47201,-5,1,34.549681
30564,Murrayville,GA,34.466226,-83.88442,-5,1,34.466226
30565,Nicholson,GA,34.094345,-83.41617,-5,1,34.094345
30566,Oakwood,GA,34.236556,-83.89115,-5,1,34.236556
30567,Pendergrass,GA,34.167309,-83.68536,-5,1,34.167309
30568,Rabun Gap,GA,34.952452,-83.4073,-5,1,34.952452
30571,Sautee Nacoochee,GA,34.696896,-83.68012,-5,1,34.696896
30572,Suches,GA,34.731084,-84.07943,-5,1,34.731084
30573,Tallulah Falls,GA,34.742007,-83.397716,-5,1,34.742007
30575,Talmo,GA,34.191571,-83.71124,-5,1,34.191571
30576,Tiger,GA,34.846806,-83.48178,-5,1,34.846806
30577,Toccoa,GA,34.561584,-83.31718,-5,1,34.561584
30580,Turnerville,GA,34.676584,-83.43578,-5,1,34.676584
30581,Wiley,GA,34.797611,-83.42329,-5,1,34.797611
30582,Young Harris,GA,34.954638,-83.86484,-5,1,34.954638
30596,Alto,GA,34.629391,-83.509934,-5,1,34.629391
30597,Dahlonega,GA,34.527671,-83.980879,-5,1,34.527671
30598,Toccoa,GA,34.597674,-83.36207,-5,1,34.597674
30599,Commerce,GA,34.130594,-83.587419,-5,1,34.130594
30601,Athens,GA,33.979016,-83.36423,-5,1,33.979016
30602,Athens,GA,33.948432,-83.3749,-5,1,33.948432
30603,Athens,GA,33.947587,-83.408897,-5,1,33.947587
30604,Athens,GA,33.944339,-83.38908,-5,1,33.944339
30605,Athens,GA,33.925085,-83.34529,-5,1,33.925085
30606,Athens,GA,33.945619,-83.41732,-5,1,33.945619
30607,Athens,GA,34.013154,-83.43565,-5,1,34.013154
30608,Athens,GA,33.944339,-83.38908,-5,1,33.944339
30609,Athens,GA,33.946364,-83.37743,-5,1,33.946364
30610,Athens,GA,33.944339,-83.38908,-5,1,33.944339
30612,Athens,GA,33.944339,-83.38908,-5,1,33.944339
30613,Athens,GA,33.962364,-83.39828,-5,1,33.962364
30619,Arnoldsville,GA,33.863663,-83.24825,-5,1,33.863663
30620,Bethlehem,GA,33.928949,-83.73524,-5,1,33.928949
30621,Bishop,GA,33.804849,-83.48164,-5,1,33.804849
30622,Bogart,GA,33.927792,-83.51552,-5,1,33.927792
30623,Bostwick,GA,33.754235,-83.511055,-5,1,33.754235
30624,Bowman,GA,34.193943,-83.03375,-5,1,34.193943
30625,Buckhead,GA,33.527207,-83.34676,-5,1,33.527207
30627,Carlton,GA,33.994139,-82.97819,-5,1,33.994139
30628,Colbert,GA,34.041416,-83.21997,-5,1,34.041416
30629,Comer,GA,34.072573,-83.11913,-5,1,34.072573
30630,Crawford,GA,33.892957,-83.15548,-5,1,33.892957
30631,Crawfordville,GA,33.570317,-82.88542,-5,1,33.570317
30633,Danielsville,GA,34.17085,-83.24654,-5,1,34.17085
30634,Dewy Rose,GA,34.212836,-82.94112,-5,1,34.212836
30635,Elberton,GA,34.119972,-82.825,-5,1,34.119972
30638,Farmington,GA,33.775001,-83.42456,-5,1,33.775001
30639,Franklin Springs,GA,34.281721,-83.14746,-5,1,34.281721
30641,Good Hope,GA,33.766057,-83.57597,-5,1,33.766057
30642,Greensboro,GA,33.547041,-83.19797,-5,1,33.547041
30643,Hartwell,GA,34.366948,-82.9201,-5,1,34.366948
30645,High Shoals,GA,33.801274,-83.516374,-5,1,33.801274
30646,Hull,GA,34.065588,-83.31318,-5,1,34.065588
30647,Ila,GA,34.120239,-83.288117,-5,1,34.120239
30648,Lexington,GA,33.863779,-83.06063,-5,1,33.863779
30650,Madison,GA,33.588436,-83.47936,-5,1,33.588436
30652,Greensboro,GA,33.559342,-83.364156,-5,1,33.559342
30655,Monroe,GA,33.786041,-83.69901,-5,1,33.786041
30656,Monroe,GA,33.857423,-83.71899,-5,1,33.857423
30660,Rayle,GA,33.775127,-82.94624,-5,1,33.775127
30662,Royston,GA,34.270167,-83.12842,-5,1,34.270167
30663,Rutledge,GA,33.614556,-83.61157,-5,1,33.614556
30664,Sharon,GA,33.560693,-82.80015,-5,1,33.560693
30665,Siloam,GA,33.535009,-83.07787,-5,1,33.535009
30666,Statham,GA,33.957713,-83.58491,-5,1,33.957713
30667,Stephens,GA,33.784316,-83.16666,-5,1,33.784316
30668,Tignall,GA,33.912362,-82.6684,-5,1,33.912362
30669,Union Point,GA,33.652489,-83.08857,-5,1,33.652489
30671,Maxeys,GA,33.748344,-83.18538,-5,1,33.748344
30673,Washington,GA,33.728754,-82.72612,-5,1,33.728754
30677,Watkinsville,GA,33.849286,-83.41232,-5,1,33.849286
30678,White Plains,GA,33.46171,-83.05852,-5,1,33.46171
30680,Winder,GA,33.992538,-83.71061,-5,1,33.992538
30683,Winterville,GA,33.954047,-83.2673,-5,1,33.954047
30701,Calhoun,GA,34.4966,-84.93798,-5,1,34.4966
30703,Calhoun,GA,34.479066,-84.762161,-5,1,34.479066
30705,Chatsworth,GA,34.753129,-84.77502,-5,1,34.753129
30707,Chickamauga,GA,34.827019,-85.32883,-5,1,34.827019
30708,Cisco,GA,34.945576,-84.7113,-5,1,34.945576
30710,Cohutta,GA,34.935105,-84.94642,-5,1,34.935105
30711,Crandall,GA,34.93882,-84.76558,-5,1,34.93882
30716,Tallapoosa,GA,33.744222,-85.286982,-5,1,33.744222
30719,Dalton,GA,34.801861,-84.989796,-5,1,34.801861
30720,Dalton,GA,34.766095,-84.9865,-5,1,34.766095
30721,Dalton,GA,34.780699,-84.93994,-5,1,34.780699
30722,Dalton,GA,34.759522,-84.951261,-5,1,34.759522
30724,Eton,GA,34.822176,-84.75967,-5,1,34.822176
30725,Flintstone,GA,34.932348,-85.35064,-5,1,34.932348
30726,Graysville,GA,34.975939,-85.1416,-5,1,34.975939
30728,La Fayette,GA,34.696201,-85.25824,-5,1,34.696201
30730,Lyerly,GA,34.376063,-85.4043,-5,1,34.376063
30731,Menlo,GA,34.553485,-85.47893,-5,1,34.553485
30732,Oakman,GA,34.569015,-84.711863,-5,1,34.569015
30733,Plainville,GA,34.409661,-85.03345,-5,1,34.409661
30734,Ranger,GA,34.531444,-84.69955,-5,1,34.531444
30735,Resaca,GA,34.604648,-84.91926,-5,1,34.604648
30736,Ringgold,GA,34.916552,-85.14435,-5,1,34.916552
30738,Rising Fawn,GA,34.793833,-85.49945,-5,1,34.793833
30739,Rock Spring,GA,34.801988,-85.21956,-5,1,34.801988
30740,Rocky Face,GA,34.757918,-85.05879,-5,1,34.757918
30741,Rossville,GA,34.96311,-85.27405,-5,1,34.96311
30742,Fort Oglethorpe,GA,34.948979,-85.25212,-5,1,34.948979
30746,Sugar Valley,GA,34.574804,-85.02482,-5,1,34.574804
30747,Summerville,GA,34.489848,-85.32928,-5,1,34.489848
30750,Lookout Mountain,GA,34.957134,-85.37183,-5,1,34.957134
30751,Tennga,GA,34.981449,-84.735233,-5,1,34.981449
30752,Trenton,GA,34.895625,-85.52702,-5,1,34.895625
30753,Trion,GA,34.558404,-85.30301,-5,1,34.558404
30754,Summerville,GA,34.484483,-85.345544,-5,1,34.484483
30755,Tunnel Hill,GA,34.85973,-85.03867,-5,1,34.85973
30756,Varnell,GA,34.9298,-84.988536,-5,1,34.9298
30757,Wildwood,GA,34.954188,-85.43232,-5,1,34.954188
30802,Appling,GA,33.620669,-82.30514,-5,1,33.620669
30803,Avera,GA,33.163467,-82.52017,-5,1,33.163467
30805,Blythe,GA,33.297318,-82.21503,-5,1,33.297318
30806,Boneville,GA,33.527993,-82.5104,-5,1,33.527993
30807,Camak,GA,33.453039,-82.64828,-5,1,33.453039
30808,Dearing,GA,33.397137,-82.40335,-5,1,33.397137
30809,Evans,GA,33.551145,-82.13949,-5,1,33.551145
30810,Gibson,GA,33.236721,-82.58135,-5,1,33.236721
30811,Gough,GA,33.050487,-81.929165,-5,1,33.050487
30812,Gracewood,GA,33.386041,-82.090996,-5,1,33.386041
30813,Grovetown,GA,33.459489,-82.20102,-5,1,33.459489
30814,Harlem,GA,33.42359,-82.31013,-5,1,33.42359
30815,Hephzibah,GA,33.32157,-82.08872,-5,1,33.32157
30816,Keysville,GA,33.16249,-82.18933,-5,1,33.16249
30817,Lincolnton,GA,33.765566,-82.43899,-5,1,33.765566
30818,Matthews,GA,33.244829,-82.32636,-5,1,33.244829
30819,Mesena,GA,33.432384,-82.625213,-5,1,33.432384
30820,Mitchell,GA,33.224199,-82.713,-5,1,33.224199
30821,Norwood,GA,33.477946,-82.73454,-5,1,33.477946
30822,Perkins,GA,32.914843,-81.87901,-5,1,32.914843
30823,Stapleton,GA,33.234802,-82.46303,-5,1,33.234802
30824,Thomson,GA,33.490536,-82.5028,-5,1,33.490536
30828,Warrenton,GA,33.399555,-82.65655,-5,1,33.399555
30830,Waynesboro,GA,33.080965,-81.9944,-5,1,33.080965
30833,Wrens,GA,33.200325,-82.37625,-5,1,33.200325
30881,Atlanta,GA,33.793006,-84.504081,-5,1,33.793006
30901,Augusta,GA,33.461121,-81.97265,-5,1,33.461121
30903,Augusta,GA,33.386041,-82.090996,-5,1,33.386041
30904,Augusta,GA,33.474136,-82.01018,-5,1,33.474136
30905,Augusta,GA,33.417282,-82.14435,-5,1,33.417282
30906,Augusta,GA,33.387089,-82.01237,-5,1,33.387089
30907,Augusta,GA,33.512541,-82.09491,-5,1,33.512541
30909,Augusta,GA,33.475936,-82.0697,-5,1,33.475936
30910,Augusta,GA,33.386041,-82.090996,-5,1,33.386041
30911,Augusta,GA,33.386041,-82.090996,-5,1,33.386041
30912,Augusta,GA,33.386041,-82.090996,-5,1,33.386041
30913,Augusta,GA,33.386041,-82.090996,-5,1,33.386041
30914,Augusta,GA,33.386041,-82.090996,-5,1,33.386041
30916,Augusta,GA,33.386041,-82.090996,-5,1,33.386041
30917,Augusta,GA,33.527678,-82.235542,-5,1,33.527678
30919,Augusta,GA,33.386041,-82.090996,-5,1,33.386041
30999,Augusta,GA,33.386041,-82.090996,-5,1,33.386041
31001,Abbeville,GA,31.972626,-83.33082,-5,1,31.972626
31002,Adrian,GA,32.549854,-82.56948,-5,1,32.549854
31003,Allentown,GA,32.600622,-83.22096,-5,1,32.600622
31004,Bolingbroke,GA,32.946971,-83.800628,-5,1,32.946971
31005,Bonaire,GA,32.556668,-83.62435,-5,1,32.556668
31006,Butler,GA,32.563544,-84.2461,-5,1,32.563544
31007,Byromville,GA,32.199721,-83.91327,-5,1,32.199721
31008,Byron,GA,32.652313,-83.75918,-5,1,32.652313
31009,Cadwell,GA,32.309003,-83.02647,-5,1,32.309003
31010,Cordele,GA,31.917178,-83.785365,-5,1,31.917178
31011,Chauncey,GA,32.108676,-83.06006,-5,1,32.108676
31012,Chester,GA,32.396381,-83.16892,-5,1,32.396381
31013,Clinchfield,GA,32.338639,-83.692562,-5,1,32.338639
31014,Cochran,GA,32.397039,-83.3404,-5,1,32.397039
31015,Cordele,GA,31.950899,-83.77808,-5,1,31.950899
31016,Culloden,GA,32.861386,-84.11732,-5,1,32.861386
31017,Danville,GA,32.600844,-83.24549,-5,1,32.600844
31018,Davisboro,GA,32.976548,-82.61607,-5,1,32.976548
31019,Dexter,GA,32.427633,-83.05632,-5,1,32.427633
31020,Dry Branch,GA,32.719907,-83.4905,-5,1,32.719907
31021,Dublin,GA,32.526359,-82.93375,-5,1,32.526359
31022,Dudley,GA,32.516865,-83.09905,-5,1,32.516865
31023,Eastman,GA,32.193953,-83.1848,-5,1,32.193953
31024,Eatonton,GA,33.318579,-83.35432,-5,1,33.318579
31025,Elko,GA,32.335147,-83.74571,-5,1,32.335147
31027,Dublin,GA,32.569122,-82.80959,-5,1,32.569122
31028,Centerville,GA,32.632111,-83.67795,-5,1,32.632111
31029,Forsyth,GA,33.0409,-83.92941,-5,1,33.0409
31030,Fort Valley,GA,32.55568,-83.88641,-5,1,32.55568
31031,Gordon,GA,32.891499,-83.32748,-5,1,32.891499
31032,Gray,GA,33.003455,-83.55078,-5,1,33.003455
31033,Haddock,GA,33.053288,-83.43902,-5,1,33.053288
31034,Hardwick,GA,33.040103,-83.2182,-5,1,33.040103
31035,Harrison,GA,32.835471,-82.70761,-5,1,32.835471
31036,Hawkinsville,GA,32.270314,-83.48517,-5,1,32.270314
31037,Helena,GA,32.094127,-82.91713,-5,1,32.094127
31038,Hillsboro,GA,33.172786,-83.63554,-5,1,33.172786
31039,Howard,GA,32.587537,-84.3895,-5,1,32.587537
31040,Dublin,GA,32.540073,-82.914974,-5,1,32.540073
31041,Ideal,GA,32.371371,-84.18258,-5,1,32.371371
31042,Irwinton,GA,32.7615,-83.1612,-5,1,32.7615
31044,Jeffersonville,GA,32.630784,-83.37027,-5,1,32.630784
31045,Jewell,GA,33.285774,-82.7749,-5,1,33.285774
31046,Juliette,GA,33.054591,-83.78583,-5,1,33.054591
31047,Kathleen,GA,32.509384,-83.64773,-5,1,32.509384
31049,Kite,GA,32.69992,-82.51381,-5,1,32.69992
31050,Knoxville,GA,32.742085,-83.94646,-5,1,32.742085
31051,Lilly,GA,32.148624,-83.88003,-5,1,32.148624
31052,Lizella,GA,32.788484,-83.80726,-5,1,32.788484
31054,McIntyre,GA,32.875574,-83.19785,-5,1,32.875574
31055,McRae,GA,32.045313,-82.8916,-5,1,32.045313
31057,Marshallville,GA,32.446656,-83.93413,-5,1,32.446656
31058,Mauk,GA,32.498727,-84.42804,-5,1,32.498727
31060,Milan,GA,32.003035,-83.06337,-5,1,32.003035
31061,Milledgeville,GA,33.083579,-83.23397,-5,1,33.083579
31062,Milledgeville,GA,33.087138,-83.22492,-5,1,33.087138
31063,Montezuma,GA,32.293293,-83.98913,-5,1,32.293293
31064,Monticello,GA,33.319093,-83.70862,-5,1,33.319093
31065,Montrose,GA,32.564036,-83.16019,-5,1,32.564036
31066,Musella,GA,32.799959,-84.00588,-5,1,32.799959
31067,Oconee,GA,32.860031,-82.95019,-5,1,32.860031
31068,Oglethorpe,GA,32.329164,-84.07988,-5,1,32.329164
31069,Perry,GA,32.460791,-83.73541,-5,1,32.460791
31070,Pinehurst,GA,32.185677,-83.76348,-5,1,32.185677
31071,Pineview,GA,32.13702,-83.52604,-5,1,32.13702
31072,Pitts,GA,31.951839,-83.56747,-5,1,31.951839
31073,Plainfield,GA,32.176429,-83.122891,-5,1,32.176429
31075,Rentz,GA,32.370333,-82.96091,-5,1,32.370333
31076,Reynolds,GA,32.54748,-84.10042,-5,1,32.54748
31077,Rhine,GA,31.953407,-83.18058,-5,1,31.953407
31078,Roberta,GA,32.702635,-84.03811,-5,1,32.702635
31079,Rochelle,GA,31.933079,-83.45722,-5,1,31.933079
31081,Rupert,GA,32.419094,-84.28475,-5,1,32.419094
31082,Sandersville,GA,32.984529,-82.8375,-5,1,32.984529
31083,Scotland,GA,32.046427,-82.81923,-5,1,32.046427
31084,Seville,GA,31.989039,-83.394574,-5,1,31.989039
31085,Shady Dale,GA,33.421694,-83.61433,-5,1,33.421694
31086,Smarr,GA,32.989503,-83.876108,-5,1,32.989503
31087,Sparta,GA,33.260235,-83.00647,-5,1,33.260235
31088,Warner Robins,GA,32.594698,-83.64873,-5,1,32.594698
31089,Tennille,GA,32.89115,-82.82775,-5,1,32.89115
31090,Toomsboro,GA,32.801223,-83.06671,-5,1,32.801223
31091,Unadilla,GA,32.24473,-83.72075,-5,1,32.24473
31092,Vienna,GA,32.091578,-83.79311,-5,1,32.091578
31093,Warner Robins,GA,32.638316,-83.64332,-5,1,32.638316
31094,Warthen,GA,33.125097,-82.81018,-5,1,33.125097
31095,Warner Robins,GA,32.487403,-83.669655,-5,1,32.487403
31096,Wrightsville,GA,32.71732,-82.68926,-5,1,32.71732
31097,Yatesville,GA,32.912207,-84.14812,-5,1,32.912207
31098,Warner Robins,GA,32.614742,-83.59829,-5,1,32.614742
31099,Warner Robins,GA,32.646236,-83.6513,-5,1,32.646236
31106,Atlanta,GA,33.844371,-84.47405,-5,1,33.844371
31107,Atlanta,GA,33.844371,-84.47405,-5,1,33.844371
31119,Atlanta,GA,33.891251,-84.07456,-5,1,33.891251
31126,Atlanta,GA,33.844371,-84.47405,-5,1,33.844371
31131,Atlanta,GA,33.844371,-84.47405,-5,1,33.844371
31139,Atlanta,GA,33.844371,-84.47405,-5,1,33.844371
31141,Atlanta,GA,33.891251,-84.07456,-5,1,33.891251
31145,Atlanta,GA,33.891251,-84.07456,-5,1,33.891251
31146,Atlanta,GA,33.891251,-84.07456,-5,1,33.891251
31150,Atlanta,GA,33.844371,-84.47405,-5,1,33.844371
31156,Atlanta,GA,33.844371,-84.47405,-5,1,33.844371
31191,Atlanta,GA,33.844371,-84.47405,-5,1,33.844371
31192,Atlanta,GA,33.844371,-84.47405,-5,1,33.844371
31193,Atlanta,GA,33.844371,-84.47405,-5,1,33.844371
31195,Atlanta,GA,33.844371,-84.47405,-5,1,33.844371
31196,Atlanta,GA,33.844371,-84.47405,-5,1,33.844371
31197,Atlanta,GA,33.844371,-84.47405,-5,1,33.844371
31198,Atlanta,GA,33.844371,-84.47405,-5,1,33.844371
31199,Atlanta,GA,33.844371,-84.47405,-5,1,33.844371
31201,Macon,GA,32.830839,-83.63529,-5,1,32.830839
31202,Macon,GA,32.806707,-83.691315,-5,1,32.806707
31203,Macon,GA,32.806707,-83.691315,-5,1,32.806707
31204,Macon,GA,32.844872,-83.67119,-5,1,32.844872
31205,Macon,GA,32.806707,-83.691315,-5,1,32.806707
31206,Macon,GA,32.79904,-83.67216,-5,1,32.79904
31207,Macon,GA,32.830389,-83.648552,-5,1,32.830389
31208,Macon,GA,32.806707,-83.691315,-5,1,32.806707
31209,Macon,GA,32.806707,-83.691315,-5,1,32.806707
31210,Macon,GA,32.88899,-83.72204,-5,1,32.88899
31211,Macon,GA,32.878304,-83.59963,-5,1,32.878304
31212,Macon,GA,32.806707,-83.691315,-5,1,32.806707
31213,Macon,GA,32.839289,-83.638752,-5,1,32.839289
31216,Macon,GA,32.730641,-83.6793,-5,1,32.730641
31217,Macon,GA,32.839005,-83.56749,-5,1,32.839005
31220,Macon,GA,32.862246,-83.78665,-5,1,32.862246
31221,Macon,GA,32.806707,-83.691315,-5,1,32.806707
31267,Cecil,GA,31.046761,-83.395669,-5,1,31.046761
31294,Macon,GA,32.806707,-83.691315,-5,1,32.806707
31295,Macon,GA,32.810189,-83.569001,-5,1,32.810189
31296,Macon,GA,32.806707,-83.691315,-5,1,32.806707
31297,Macon,GA,32.70045,-83.657207,-5,1,32.70045
31298,Macon,GA,32.87333,-83.708399,-5,1,32.87333
31299,Macon,GA,32.806707,-83.691315,-5,1,32.806707
31301,Allenhurst,GA,31.764663,-81.6098,-5,1,31.764663
31302,Bloomingdale,GA,32.129474,-81.33121,-5,1,32.129474
31303,Clyo,GA,32.508239,-81.3128,-5,1,32.508239
31304,Crescent,GA,31.495071,-81.381908,-5,1,31.495071
31305,Darien,GA,31.407598,-81.39094,-5,1,31.407598
31307,Eden,GA,32.183211,-81.39979,-5,1,32.183211
31308,Ellabell,GA,32.172661,-81.48447,-5,1,32.172661
31309,Fleming,GA,31.873145,-81.42676,-5,1,31.873145
31310,Hinesville,GA,31.806832,-81.437074,-5,1,31.806832
31312,Guyton,GA,32.313816,-81.3908,-5,1,32.313816
31313,Hinesville,GA,31.828575,-81.61617,-5,1,31.828575
31314,Fort Stewart,GA,31.868699,-81.61083,-5,1,31.868699
31315,Fort Stewart,GA,31.886944,-81.60109,-5,1,31.886944
31316,Ludowici,GA,31.74991,-81.75813,-5,1,31.74991
31318,Meldrim,GA,32.141974,-81.37892,-5,1,32.141974
31319,Meridian,GA,31.478486,-81.34528,-5,1,31.478486
31320,Midway,GA,31.788811,-81.37637,-5,1,31.788811
31321,Pembroke,GA,32.163245,-81.64211,-5,1,32.163245
31322,Pooler,GA,32.110421,-81.24568,-5,1,32.110421
31323,Riceboro,GA,31.658252,-81.48778,-5,1,31.658252
31324,Richmond Hill,GA,31.906365,-81.3108,-5,1,31.906365
31326,Rincon,GA,32.293147,-81.23006,-5,1,32.293147
31327,Sapelo Island,GA,31.423776,-81.27064,-5,1,31.423776
31328,Tybee Island,GA,32.006672,-80.84937,-5,1,32.006672
31329,Springfield,GA,32.390879,-81.32427,-5,1,32.390879
31331,Townsend,GA,31.547412,-81.3862,-5,1,31.547412
31332,Valona,GA,31.495071,-81.381908,-5,1,31.495071
31333,Walthourville,GA,31.77789,-81.64534,-5,1,31.77789
31337,Lenox,GA,31.271852,-83.459054,-5,1,31.271852
31401,Savannah,GA,32.068658,-81.09258,-5,1,32.068658
31402,Savannah,GA,31.971394,-81.07156,-5,1,31.971394
31403,Savannah,GA,31.971394,-81.07156,-5,1,31.971394
31404,Savannah,GA,32.046143,-81.06724,-5,1,32.046143
31405,Savannah,GA,32.043058,-81.12183,-5,1,32.043058
31406,Savannah,GA,31.988676,-81.09116,-5,1,31.988676
31407,Savannah,GA,32.162963,-81.17233,-5,1,32.162963
31408,Savannah,GA,32.106705,-81.16915,-5,1,32.106705
31409,Savannah,GA,31.971394,-81.07156,-5,1,31.971394
31410,Savannah,GA,32.022019,-80.99193,-5,1,32.022019
31411,Savannah,GA,31.927434,-81.0425,-5,1,31.927434
31412,Savannah,GA,31.971394,-81.07156,-5,1,31.971394
31414,Savannah,GA,31.971394,-81.07156,-5,1,31.971394
31415,Savannah,GA,32.075806,-81.12002,-5,1,32.075806
31416,Savannah,GA,32.005255,-81.047711,-5,1,32.005255
31418,Savannah,GA,31.971394,-81.07156,-5,1,31.971394
31419,Savannah,GA,31.986249,-81.20259,-5,1,31.986249
31420,Savannah,GA,31.971394,-81.07156,-5,1,31.971394
31421,Savannah,GA,31.971394,-81.07156,-5,1,31.971394
31422,Savannah,GA,31.971394,-81.07156,-5,1,31.971394
31424,Richmond Hill,GA,31.919866,-81.325815,-5,1,31.919866
31441,Savannah,GA,32.008183,-81.101502,-5,1,32.008183
31498,Savannah,GA,31.971394,-81.07156,-5,1,31.971394
31499,Savannah,GA,31.971394,-81.07156,-5,1,31.971394
31501,Waycross,GA,31.220059,-82.35133,-5,1,31.220059
31502,Waycross,GA,31.018954,-82.416543,-5,1,31.018954
31503,Waycross,GA,31.205194,-82.37534,-5,1,31.205194
31507,Marshallville,GA,32.452926,-83.944336,-5,1,32.452926
31510,Alma,GA,31.551458,-82.44618,-5,1,31.551458
31512,Ambrose,GA,31.57344,-83.01502,-5,1,31.57344
31513,Baxley,GA,31.768849,-82.35198,-5,1,31.768849
31515,Baxley,GA,31.717717,-82.299677,-5,1,31.717717
31516,Blackshear,GA,31.307234,-82.25779,-5,1,31.307234
31518,Bristol,GA,31.513511,-82.18481,-5,1,31.513511
31519,Broxton,GA,31.67654,-82.88991,-5,1,31.67654
31520,Brunswick,GA,31.166786,-81.49213,-5,1,31.166786
31521,Brunswick,GA,31.241505,-81.532489,-5,1,31.241505
31522,Saint Simons Island,GA,31.176516,-81.3802,-5,1,31.176516
31523,Brunswick,GA,31.212705,-81.60975,-5,1,31.212705
31524,Brunswick,GA,31.221995,-81.482551,-5,1,31.221995
31525,Brunswick,GA,31.260995,-81.49832,-5,1,31.260995
31527,Jekyll Island,GA,31.06419,-81.42072,-5,1,31.06419
31532,Denton,GA,31.718382,-82.73595,-5,1,31.718382
31533,Douglas,GA,31.522042,-82.84153,-5,1,31.522042
31534,Douglas,GA,31.571596,-82.854631,-5,1,31.571596
31535,Douglas,GA,31.464973,-82.86325,-5,1,31.464973
31537,Folkston,GA,30.860915,-82.02194,-5,1,30.860915
31539,Hazlehurst,GA,31.844772,-82.59809,-5,1,31.844772
31542,Hoboken,GA,31.1747,-82.13812,-5,1,31.1747
31543,Hortense,GA,31.320167,-81.85818,-5,1,31.320167
31544,Jacksonville,GA,31.840974,-82.96137,-5,1,31.840974
31545,Jesup,GA,31.636895,-81.90843,-5,1,31.636895
31546,Jesup,GA,31.575166,-81.86481,-5,1,31.575166
31547,Kings Bay,GA,30.804684,-81.627717,-5,1,30.804684
31548,Kingsland,GA,30.793409,-81.68428,-5,1,30.793409
31549,Lumber City,GA,31.928525,-82.69332,-5,1,31.928525
31550,Manor,GA,31.101953,-82.58299,-5,1,31.101953
31551,Mershon,GA,31.496025,-82.27322,-5,1,31.496025
31552,Millwood,GA,31.281103,-82.6201,-5,1,31.281103
31553,Nahunta,GA,31.17326,-81.97244,-5,1,31.17326
31554,Nicholls,GA,31.495983,-82.62928,-5,1,31.495983
31555,Odum,GA,31.670475,-82.04944,-5,1,31.670475
31556,Offerman,GA,31.412649,-82.115541,-5,1,31.412649
31557,Patterson,GA,31.372403,-82.10743,-5,1,31.372403
31558,Saint Marys,GA,30.761081,-81.56912,-5,1,30.761081
31560,Screven,GA,31.515981,-82.04908,-5,1,31.515981
31561,Sea Island,GA,31.198914,-81.332211,-5,1,31.198914
31563,Surrency,GA,31.715778,-82.19784,-5,1,31.715778
31564,Waresboro,GA,31.018954,-82.416543,-5,1,31.018954
31565,Waverly,GA,31.066479,-81.62656,-5,1,31.066479
31566,Waynesville,GA,31.144635,-81.83011,-5,1,31.144635
31567,West Green,GA,31.631943,-82.71829,-5,1,31.631943
31568,White Oak,GA,31.003385,-81.79512,-5,1,31.003385
31569,Woodbine,GA,30.915778,-81.67924,-5,1,30.915778
31598,Jesup,GA,31.578181,-81.880222,-5,1,31.578181
31599,Jesup,GA,31.578181,-81.880222,-5,1,31.578181
31601,Valdosta,GA,30.807279,-83.28661,-5,1,30.807279
31602,Valdosta,GA,30.866613,-83.30078,-5,1,30.866613
31603,Valdosta,GA,30.827965,-83.252192,-5,1,30.827965
31604,Valdosta,GA,30.827965,-83.252192,-5,1,30.827965
31605,Valdosta,GA,30.92205,-83.25332,-5,1,30.92205
31606,Valdosta,GA,30.802411,-83.19624,-5,1,30.802411
31607,Valdosta,GA,30.831442,-83.318647,-5,1,30.831442
31610,Sparks,GA,31.172669,-83.439433,-5,1,31.172669
31620,Adel,GA,31.133004,-83.42736,-5,1,31.133004
31622,Alapaha,GA,31.379665,-83.21803,-5,1,31.379665
31623,Argyle,GA,31.071563,-82.65232,-5,1,31.071563
31624,Axson,GA,31.297883,-82.71029,-5,1,31.297883
31625,Barney,GA,31.003274,-83.5282,-5,1,31.003274
31626,Boston,GA,30.782963,-83.78882,-5,1,30.782963
31627,Cecil,GA,31.047996,-83.39135,-5,1,31.047996
31629,Dixie,GA,30.802821,-83.69126,-5,1,30.802821
31630,Du Pont,GA,30.96373,-82.86455,-5,1,30.96373
31631,Fargo,GA,30.680867,-82.58028,-5,1,30.680867
31632,Hahira,GA,30.991859,-83.36415,-5,1,30.991859
31634,Homerville,GA,31.062818,-82.72399,-5,1,31.062818
31635,Lakeland,GA,31.055578,-83.07103,-5,1,31.055578
31636,Lake Park,GA,30.72289,-83.13302,-5,1,30.72289
31637,Lenox,GA,31.291612,-83.45328,-5,1,31.291612
31638,Morven,GA,30.935087,-83.50211,-5,1,30.935087
31639,Nashville,GA,31.199,-83.2188,-5,1,31.199
31641,Naylor,GA,30.934298,-83.08841,-5,1,30.934298
31642,Pearson,GA,31.27291,-82.83342,-5,1,31.27291
31643,Quitman,GA,30.783639,-83.55343,-5,1,30.783639
31645,Ray City,GA,31.070627,-83.20286,-5,1,31.070627
31646,Saint George,GA,30.518903,-82.08063,-5,1,30.518903
31647,Sparks,GA,31.183567,-83.43559,-5,1,31.183567
31648,Statenville,GA,30.703175,-83.02568,-5,1,30.703175
31649,Stockton,GA,30.957421,-83.00524,-5,1,30.957421
31650,Willacoochee,GA,31.375165,-83.01949,-5,1,31.375165
31659,Nashville,GA,31.205388,-83.246084,-5,1,31.205388
