Date,Severity_1,Severity_2,Severity_3,Severity_4,Residential_ct,Interstate_ct,Accident_ct,Zipcode
03/07/2018,0,0,0,0,0,0,0,30312
03/08/2018,0,0,0,0,0,0,0,30312
03/09/2018,0,0,4,0,1,3,4,30312
03/10/2018,0,0,2,0,1,1,2,30312
03/11/2018,0,0,4,0,0,4,4,30312
03/12/2018,0,2,2,0,1,3,4,30312
03/13/2018,0,1,6,0,1,6,7,30312
03/14/2018,0,1,5,1,2,5,7,30312
03/15/2018,0,1,9,0,1,9,10,30312
03/16/2018,0,0,5,0,0,5,5,30312
03/17/2018,0,0,3,0,0,3,3,30312
03/18/2018,0,0,0,0,0,0,0,30312
03/19/2018,0,0,2,0,0,2,2,30312
03/20/2018,0,1,4,0,1,4,5,30312
03/21/2018,0,1,5,0,0,6,6,30312
03/22/2018,0,0,2,0,0,2,2,30312
03/23/2018,0,1,0,0,0,1,1,30312
03/24/2018,0,0,2,0,1,1,2,30312
03/25/2018,0,0,1,0,0,1,1,30312
03/26/2018,0,0,2,0,0,2,2,30312
03/27/2018,0,1,2,0,0,3,3,30312
03/28/2018,0,0,1,0,0,1,1,30312
03/29/2018,0,0,0,0,0,0,0,30312
03/30/2018,0,1,2,0,0,3,3,30312
03/31/2018,0,0,1,0,0,1,1,30312
04/01/2018,0,0,0,0,0,0,0,30312
04/02/2018,0,0,0,0,0,0,0,30312
04/03/2018,0,0,1,0,0,1,1,30312
04/04/2018,0,0,2,0,0,2,2,30312
04/05/2018,0,0,0,0,0,0,0,30312
04/06/2018,0,0,0,0,0,0,0,30312
04/07/2018,0,0,3,0,0,3,3,30312
04/08/2018,0,0,0,0,0,0,0,30312
04/09/2018,0,0,0,0,0,0,0,30312
04/10/2018,0,0,0,0,0,0,0,30312
04/11/2018,0,0,2,0,0,2,2,30312
04/12/2018,0,0,4,0,1,3,4,30312
04/13/2018,0,0,1,0,0,1,1,30312
04/14/2018,0,0,0,0,0,0,0,30312
04/15/2018,0,0,2,0,1,1,2,30312
04/16/2018,0,0,4,0,1,3,4,30312
04/17/2018,0,0,4,0,0,4,4,30312
04/18/2018,0,0,2,0,0,2,2,30312
04/19/2018,0,2,2,0,1,3,4,30312
04/20/2018,0,0,3,0,1,2,3,30312
04/21/2018,0,0,0,0,0,0,0,30312
04/22/2018,0,0,2,0,0,2,2,30312
04/23/2018,0,2,3,0,0,5,5,30312
04/24/2018,0,1,4,0,0,5,5,30312
04/25/2018,0,0,1,0,0,1,1,30312
04/26/2018,0,1,1,0,0,2,2,30312
04/27/2018,0,0,3,0,0,3,3,30312
04/28/2018,0,0,1,0,0,1,1,30312
04/29/2018,0,0,0,0,0,0,0,30312
04/30/2018,0,0,1,0,1,0,1,30312
05/01/2018,0,0,1,0,0,1,1,30312
05/02/2018,0,0,5,0,0,5,5,30312
05/03/2018,0,0,0,0,0,0,0,30312
05/04/2018,0,0,0,0,0,0,0,30312
05/05/2018,0,0,1,0,0,1,1,30312
05/06/2018,0,0,0,0,0,0,0,30312
05/07/2018,0,0,2,0,0,2,2,30312
05/08/2018,0,1,1,0,0,2,2,30312
05/09/2018,0,0,0,0,0,0,0,30312
05/10/2018,0,0,0,0,0,0,0,30312
05/11/2018,0,0,0,0,0,0,0,30312
05/12/2018,0,0,1,0,1,0,1,30312
05/13/2018,0,0,0,0,0,0,0,30312
05/14/2018,0,0,2,0,0,2,2,30312
05/15/2018,0,0,2,0,0,2,2,30312
05/16/2018,0,0,1,0,0,1,1,30312
05/17/2018,0,1,0,0,0,1,1,30312
05/18/2018,0,0,1,0,0,1,1,30312
05/19/2018,0,0,0,0,0,0,0,30312
05/20/2018,0,0,1,0,0,1,1,30312
05/21/2018,0,0,1,0,0,1,1,30312
05/22/2018,0,1,1,0,1,1,2,30312
05/23/2018,0,0,1,0,0,1,1,30312
05/24/2018,0,0,2,0,0,2,2,30312
05/25/2018,0,0,2,0,1,1,2,30312
05/26/2018,0,0,1,0,0,1,1,30312
05/27/2018,0,0,0,0,0,0,0,30312
05/28/2018,0,3,2,0,1,4,5,30312
05/29/2018,0,0,1,0,0,1,1,30312
05/30/2018,0,0,6,0,0,6,6,30312
05/31/2018,0,1,4,0,0,5,5,30312
06/01/2018,0,3,4,0,3,4,7,30312
06/02/2018,0,0,0,0,0,0,0,30312
06/03/2018,0,0,0,0,0,0,0,30312
06/04/2018,0,2,3,0,3,2,5,30312
06/05/2018,0,2,7,0,2,7,9,30312
06/06/2018,0,1,4,0,0,5,5,30312
06/07/2018,0,3,9,0,2,10,12,30312
06/08/2018,0,0,2,0,1,1,2,30312
06/09/2018,0,0,0,0,0,0,0,30312
06/10/2018,0,0,1,0,0,1,1,30312
06/11/2018,0,0,3,0,0,3,3,30312
06/12/2018,0,1,3,0,2,2,4,30312
06/13/2018,0,0,3,0,0,3,3,30312
06/14/2018,0,0,3,0,0,3,3,30312
06/15/2018,0,0,2,0,0,2,2,30312
06/16/2018,0,0,1,0,0,1,1,30312
06/17/2018,0,0,2,0,0,2,2,30312
06/18/2018,0,0,3,0,0,3,3,30312
06/19/2018,0,1,2,0,1,2,3,30312
06/20/2018,0,2,5,0,2,5,7,30312
06/21/2018,0,0,2,0,0,2,2,30312
06/22/2018,0,0,3,0,0,3,3,30312
06/23/2018,0,0,1,0,0,1,1,30312
06/24/2018,0,0,1,0,0,1,1,30312
06/25/2018,0,1,8,0,2,7,9,30312
06/26/2018,0,1,3,0,1,3,4,30312
06/27/2018,0,0,5,0,0,5,5,30312
06/28/2018,0,2,2,0,1,3,4,30312
06/29/2018,0,1,5,0,1,5,6,30312
06/30/2018,0,0,0,0,0,0,0,30312
07/01/2018,0,0,1,0,0,1,1,30312
07/02/2018,0,1,4,0,2,3,5,30312
07/03/2018,0,1,4,0,0,5,5,30312
07/04/2018,0,2,2,0,2,2,4,30312
07/05/2018,0,0,2,0,1,1,2,30312
07/06/2018,0,1,2,0,2,1,3,30312
07/07/2018,0,0,1,0,1,0,1,30312
07/08/2018,0,0,1,0,0,1,1,30312
07/09/2018,0,0,3,0,1,2,3,30312
07/10/2018,0,0,3,0,1,2,3,30312
07/11/2018,0,0,1,0,0,1,1,30312
07/12/2018,0,0,4,0,0,4,4,30312
07/13/2018,0,0,0,0,0,0,0,30312
07/14/2018,0,0,1,0,0,1,1,30312
07/15/2018,0,0,0,0,0,0,0,30312
07/16/2018,0,0,2,0,0,2,2,30312
07/17/2018,0,0,2,0,0,2,2,30312
07/18/2018,0,1,4,0,1,4,5,30312
07/19/2018,0,1,1,0,1,1,2,30312
07/20/2018,0,0,1,0,0,1,1,30312
07/21/2018,0,0,0,0,0,0,0,30312
07/22/2018,0,0,0,0,0,0,0,30312
07/23/2018,0,0,1,0,0,1,1,30312
07/24/2018,0,0,2,0,0,2,2,30312
07/25/2018,0,0,0,0,0,0,0,30312
07/26/2018,0,2,3,0,3,2,5,30312
07/27/2018,0,0,0,0,0,0,0,30312
07/28/2018,0,0,3,0,0,3,3,30312
07/29/2018,0,0,1,0,0,1,1,30312
07/30/2018,0,1,3,3,2,5,7,30312
07/31/2018,0,2,12,4,6,12,18,30312
08/01/2018,0,0,2,0,0,2,2,30312
08/02/2018,0,3,3,0,2,4,6,30312
08/03/2018,0,0,4,0,1,3,4,30312
08/04/2018,0,0,4,0,0,4,4,30312
08/05/2018,0,0,2,0,0,2,2,30312
08/06/2018,0,0,2,0,0,2,2,30312
08/07/2018,0,2,4,0,2,4,6,30312
08/08/2018,0,1,6,0,0,7,7,30312
08/09/2018,0,4,5,0,3,6,9,30312
08/10/2018,0,0,6,0,1,5,6,30312
08/11/2018,0,0,3,0,0,3,3,30312
08/12/2018,0,0,0,0,0,0,0,30312
08/13/2018,0,2,4,0,1,5,6,30312
08/14/2018,0,3,3,0,2,4,6,30312
08/15/2018,0,0,3,0,0,3,3,30312
08/16/2018,0,2,4,1,2,5,7,30312
08/17/2018,0,1,3,0,0,4,4,30312
08/18/2018,0,0,1,0,0,1,1,30312
08/19/2018,0,0,0,0,0,0,0,30312
08/20/2018,0,1,5,0,2,4,6,30312
08/21/2018,0,0,1,0,0,1,1,30312
08/22/2018,0,2,2,0,2,2,4,30312
08/23/2018,0,4,0,0,4,0,4,30312
08/24/2018,0,1,3,0,2,2,4,30312
08/25/2018,0,0,2,0,0,2,2,30312
08/26/2018,0,0,1,0,0,1,1,30312
08/27/2018,0,0,5,0,0,5,5,30312
08/28/2018,0,2,2,0,2,2,4,30312
08/29/2018,0,2,6,0,3,5,8,30312
08/30/2018,0,0,3,0,0,3,3,30312
08/31/2018,0,0,5,0,0,5,5,30312
09/01/2018,0,0,2,0,0,2,2,30312
09/02/2018,0,0,2,0,0,2,2,30312
09/03/2018,0,0,0,0,0,0,0,30312
09/04/2018,0,0,3,0,0,3,3,30312
09/05/2018,0,0,1,0,1,0,1,30312
09/06/2018,0,0,2,0,1,1,2,30312
09/07/2018,0,0,5,0,2,3,5,30312
09/08/2018,0,0,2,0,0,2,2,30312
09/09/2018,0,0,1,0,0,1,1,30312
09/10/2018,0,2,2,0,2,2,4,30312
09/11/2018,0,0,7,0,0,7,7,30312
09/12/2018,0,4,8,0,3,9,12,30312
09/13/2018,0,2,2,0,1,3,4,30312
09/14/2018,0,1,6,0,1,6,7,30312
09/15/2018,0,0,2,0,0,2,2,30312
09/16/2018,0,0,1,0,0,1,1,30312
09/17/2018,0,0,1,0,0,1,1,30312
09/18/2018,0,0,5,0,0,5,5,30312
09/19/2018,0,1,2,0,0,3,3,30312
09/20/2018,0,1,2,0,2,1,3,30312
09/21/2018,0,1,3,0,3,1,4,30312
09/22/2018,0,0,0,0,0,0,0,30312
09/23/2018,0,0,0,0,0,0,0,30312
09/24/2018,0,2,3,0,1,4,5,30312
09/25/2018,0,1,1,0,1,1,2,30312
09/26/2018,0,4,6,0,2,8,10,30312
09/27/2018,0,2,1,0,2,1,3,30312
09/28/2018,0,2,1,0,1,2,3,30312
09/29/2018,0,0,2,0,0,2,2,30312
09/30/2018,0,0,0,0,0,0,0,30312
10/01/2018,0,1,1,0,1,1,2,30312
10/02/2018,0,1,3,0,1,3,4,30312
10/03/2018,0,0,3,0,0,3,3,30312
10/04/2018,0,0,0,0,0,0,0,30312
10/05/2018,0,0,2,0,0,2,2,30312
10/06/2018,0,0,1,0,0,1,1,30312
10/07/2018,0,1,2,0,0,3,3,30312
10/08/2018,0,0,1,0,0,1,1,30312
10/09/2018,0,2,3,0,1,4,5,30312
10/10/2018,0,1,2,0,0,3,3,30312
10/11/2018,0,1,1,0,2,0,2,30312
10/12/2018,0,2,5,0,2,5,7,30312
10/13/2018,0,0,1,0,1,0,1,30312
10/14/2018,0,1,4,0,2,3,5,30312
10/15/2018,0,1,3,0,1,3,4,30312
10/16/2018,0,2,2,0,1,3,4,30312
10/17/2018,0,0,1,0,0,1,1,30312
10/18/2018,0,1,4,0,0,5,5,30312
10/19/2018,0,4,0,0,1,3,4,30312
10/20/2018,0,0,2,0,0,2,2,30312
10/21/2018,0,0,0,0,0,0,0,30312
10/22/2018,0,1,1,0,2,0,2,30312
10/23/2018,0,0,0,0,0,0,0,30312
10/24/2018,0,3,4,3,3,7,10,30312
10/25/2018,0,2,4,0,1,5,6,30312
10/26/2018,0,0,4,0,0,4,4,30312
10/27/2018,0,1,3,0,0,4,4,30312
10/28/2018,0,1,2,0,0,3,3,30312
10/29/2018,0,2,1,0,0,3,3,30312
10/30/2018,0,1,1,0,1,1,2,30312
10/31/2018,0,1,1,0,1,1,2,30312
11/01/2018,0,0,0,0,0,0,0,30312
11/02/2018,0,3,0,0,1,2,3,30312
11/03/2018,0,0,0,0,0,0,0,30312
11/04/2018,0,0,2,0,0,2,2,30312
11/05/2018,0,9,2,4,3,12,15,30312
11/06/2018,0,7,2,0,4,5,9,30312
11/07/2018,0,3,2,1,2,4,6,30312
11/08/2018,0,2,1,0,1,2,3,30312
11/09/2018,0,3,3,0,0,6,6,30312
11/10/2018,0,0,5,0,0,5,5,30312
11/11/2018,0,1,1,0,1,1,2,30312
11/12/2018,0,5,2,1,1,7,8,30312
11/13/2018,0,1,1,0,1,1,2,30312
11/14/2018,0,4,1,0,1,4,5,30312
11/15/2018,0,0,4,0,0,4,4,30312
11/16/2018,0,1,3,0,2,2,4,30312
11/17/2018,0,1,2,0,0,3,3,30312
11/18/2018,0,0,5,0,1,4,5,30312
11/19/2018,0,5,0,0,2,3,5,30312
11/20/2018,0,1,2,0,1,2,3,30312
11/21/2018,0,0,0,0,0,0,0,30312
11/22/2018,0,0,0,0,0,0,0,30312
11/23/2018,0,0,1,0,0,1,1,30312
11/24/2018,0,0,2,0,0,2,2,30312
11/25/2018,0,0,2,0,0,2,2,30312
11/26/2018,0,3,0,1,1,3,4,30312
11/27/2018,0,2,1,0,1,2,3,30312
11/28/2018,1,2,0,0,1,2,3,30312
11/29/2018,0,0,1,0,0,1,1,30312
11/30/2018,0,3,1,0,0,4,4,30312
12/01/2018,0,0,3,0,1,2,3,30312
12/02/2018,0,0,2,0,0,2,2,30312
12/03/2018,0,0,1,0,0,1,1,30312
12/04/2018,0,0,0,0,0,0,0,30312
12/05/2018,0,1,1,0,0,2,2,30312
12/06/2018,0,4,2,0,5,1,6,30312
12/07/2018,0,2,3,0,2,3,5,30312
12/08/2018,0,0,3,0,2,1,3,30312
12/09/2018,0,0,7,0,3,4,7,30312
12/10/2018,0,3,3,0,3,3,6,30312
12/11/2018,0,0,2,0,1,1,2,30312
12/12/2018,0,7,3,0,4,6,10,30312
12/13/2018,0,0,0,0,0,0,0,30312
12/14/2018,0,1,4,0,1,4,5,30312
12/15/2018,0,0,1,0,1,0,1,30312
12/16/2018,0,0,1,0,0,1,1,30312
12/17/2018,0,1,1,0,1,1,2,30312
12/18/2018,0,6,3,0,4,5,9,30312
12/19/2018,0,4,2,0,4,2,6,30312
12/20/2018,0,0,0,3,2,1,3,30312
12/21/2018,0,3,0,0,2,1,3,30312
12/22/2018,0,0,0,0,0,0,0,30312
12/23/2018,0,0,1,0,0,1,1,30312
12/24/2018,0,0,2,0,1,1,2,30312
12/25/2018,0,0,2,0,1,1,2,30312
12/26/2018,0,1,1,0,1,1,2,30312
12/27/2018,0,0,0,0,0,0,0,30312
12/28/2018,0,2,4,0,2,4,6,30312
12/29/2018,0,0,2,0,0,2,2,30312
12/30/2018,0,0,2,0,0,2,2,30312
12/31/2018,0,0,1,0,0,1,1,30312
01/01/2019,0,0,2,0,1,1,2,30312
01/02/2019,0,0,1,0,0,1,1,30312
01/03/2019,0,2,2,0,1,3,4,30312
01/04/2019,0,0,4,0,3,1,4,30312
01/05/2019,0,0,2,0,1,1,2,30312
01/06/2019,0,1,2,0,2,1,3,30312
01/07/2019,0,0,0,0,0,0,0,30312
01/08/2019,0,4,1,0,3,2,5,30312
01/09/2019,0,2,2,0,1,3,4,30312
01/10/2019,0,3,1,0,3,1,4,30312
01/11/2019,0,2,3,0,3,2,5,30312
01/12/2019,0,0,3,0,1,2,3,30312
01/13/2019,0,0,1,0,0,1,1,30312
01/14/2019,0,6,2,0,3,5,8,30312
01/15/2019,0,2,2,0,1,3,4,30312
01/16/2019,0,3,4,0,3,4,7,30312
01/17/2019,0,8,1,0,4,5,9,30312
01/18/2019,0,3,2,0,3,2,5,30312
01/19/2019,0,0,4,0,1,3,4,30312
01/20/2019,0,2,2,0,1,3,4,30312
01/21/2019,0,1,1,0,1,1,2,30312
01/22/2019,0,1,0,0,1,0,1,30312
01/23/2019,0,3,3,0,4,2,6,30312
01/24/2019,0,3,3,0,4,2,6,30312
01/25/2019,0,3,1,0,2,2,4,30312
01/26/2019,0,0,1,0,1,0,1,30312
01/27/2019,0,1,1,0,1,1,2,30312
01/28/2019,0,1,0,0,1,0,1,30312
01/29/2019,0,1,3,0,2,2,4,30312
01/30/2019,0,3,2,0,3,2,5,30312
01/31/2019,0,3,3,0,2,4,6,30312
02/01/2019,0,2,0,0,1,1,2,30312
02/02/2019,0,1,2,0,0,3,3,30312
02/03/2019,0,0,4,0,2,2,4,30312
02/04/2019,0,3,0,0,2,1,3,30312
02/05/2019,0,1,1,0,2,0,2,30312
02/06/2019,0,9,3,0,5,7,12,30312
02/07/2019,0,1,1,0,1,1,2,30312
02/08/2019,0,3,2,0,3,2,5,30312
02/09/2019,0,0,2,0,1,1,2,30312
02/10/2019,0,0,1,0,1,0,1,30312
02/11/2019,0,5,3,0,3,5,8,30312
02/12/2019,0,0,3,0,1,2,3,30312
02/13/2019,0,0,0,0,0,0,0,30312
02/14/2019,0,2,1,0,2,1,3,30312
02/15/2019,0,3,3,0,1,5,6,30312
02/16/2019,0,0,1,0,0,1,1,30312
02/17/2019,0,0,3,1,2,2,4,30312
02/18/2019,0,5,2,1,3,5,8,30312
02/19/2019,0,1,3,0,2,2,4,30312
02/20/2019,0,3,4,0,2,5,7,30312
02/21/2019,0,3,2,0,0,5,5,30312
02/22/2019,0,3,2,0,4,1,5,30312
02/23/2019,0,3,0,0,2,1,3,30312
02/24/2019,0,0,0,0,0,0,0,30312
02/25/2019,0,7,1,0,4,4,8,30312
02/26/2019,0,3,0,0,2,1,3,30312
02/27/2019,0,6,0,3,3,6,9,30312
02/28/2019,0,1,3,0,2,2,4,30312
03/01/2019,0,0,0,0,0,0,0,30312
03/02/2019,0,0,1,0,1,0,1,30312
03/03/2019,0,0,2,0,1,1,2,30312
03/04/2019,0,0,0,0,0,0,0,30312
03/05/2019,0,0,1,0,0,1,1,30312
03/06/2019,0,1,0,0,0,1,1,30312
03/07/2019,0,0,0,0,0,0,0,30312
03/08/2019,0,0,1,0,0,1,1,30312
03/09/2019,0,0,1,0,0,1,1,30312
03/10/2019,0,0,1,0,1,0,1,30312
03/11/2019,0,0,1,0,1,0,1,30312
03/12/2019,0,2,0,0,2,0,2,30312
03/13/2019,0,6,2,0,6,2,8,30312
03/14/2019,0,0,0,0,0,0,0,30312
03/15/2019,0,4,2,0,3,3,6,30312
03/16/2019,0,0,0,0,0,0,0,30312
03/17/2019,0,0,2,0,0,2,2,30312
03/18/2019,0,0,0,0,0,0,0,30312
03/19/2019,0,0,1,0,0,1,1,30312
03/20/2019,0,0,0,0,0,0,0,30312
03/21/2019,0,2,2,0,4,0,4,30312
03/22/2019,0,2,2,0,3,1,4,30312
03/23/2019,0,0,1,0,0,1,1,30312
03/24/2019,0,0,4,0,1,3,4,30312
03/25/2019,0,4,2,0,4,2,6,30312
03/26/2019,0,2,0,0,1,1,2,30312
03/27/2019,0,4,3,0,3,4,7,30312
03/28/2019,0,4,0,0,3,1,4,30312
03/29/2019,0,2,0,0,2,0,2,30312
03/30/2019,0,0,2,0,0,2,2,30312
03/31/2019,0,0,2,0,0,2,2,30312
04/01/2019,0,4,0,0,4,0,4,30312
04/02/2019,0,4,1,0,3,2,5,30312
04/03/2019,0,1,3,0,1,3,4,30312
04/04/2019,0,7,1,0,1,7,8,30312
04/05/2019,0,2,4,0,4,2,6,30312
04/06/2019,0,0,1,0,1,0,1,30312
04/07/2019,0,0,2,0,0,2,2,30312
04/08/2019,0,2,1,0,1,2,3,30312
04/09/2019,0,3,1,0,3,1,4,30312
04/10/2019,0,3,0,0,2,1,3,30312
04/11/2019,0,1,0,0,0,1,1,30312
04/12/2019,0,1,3,0,1,3,4,30312
04/13/2019,0,0,4,1,0,5,5,30312
04/14/2019,0,0,4,0,0,4,4,30312
04/15/2019,0,2,2,0,1,3,4,30312
04/16/2019,0,1,2,0,1,2,3,30312
04/17/2019,0,0,0,0,0,0,0,30312
04/18/2019,0,3,3,3,3,6,9,30312
04/19/2019,0,4,2,0,4,2,6,30312
04/20/2019,0,0,2,0,0,2,2,30312
04/21/2019,0,0,3,0,0,3,3,30312
04/22/2019,0,0,2,0,1,1,2,30312
04/23/2019,0,4,2,0,2,4,6,30312
04/24/2019,0,1,0,0,0,1,1,30312
04/25/2019,0,0,0,0,0,0,0,30312
04/26/2019,0,1,0,0,0,1,1,30312
04/27/2019,0,0,3,0,0,3,3,30312
04/28/2019,0,0,2,0,0,2,2,30312
04/29/2019,0,2,2,0,3,1,4,30312
04/30/2019,0,6,0,0,6,0,6,30312
05/01/2019,0,2,1,0,2,1,3,30312
05/02/2019,0,3,0,0,3,0,3,30312
05/03/2019,0,0,1,0,0,1,1,30312
05/04/2019,0,0,2,0,0,2,2,30312
05/05/2019,0,0,0,0,0,0,0,30312
05/06/2019,0,2,0,0,2,0,2,30312
05/07/2019,0,2,0,0,1,1,2,30312
05/08/2019,0,2,0,0,0,2,2,30312
05/09/2019,0,2,2,0,1,3,4,30312
05/10/2019,0,4,1,0,3,2,5,30312
05/11/2019,0,0,1,0,0,1,1,30312
05/12/2019,0,1,1,0,0,2,2,30312
05/13/2019,0,1,0,0,0,1,1,30312
05/14/2019,0,1,3,0,1,3,4,30312
05/15/2019,0,1,1,0,0,2,2,30312
05/16/2019,0,1,1,0,0,2,2,30312
05/17/2019,0,0,4,0,2,2,4,30312
05/18/2019,0,0,1,0,1,0,1,30312
05/19/2019,0,0,0,0,0,0,0,30312
05/20/2019,0,5,2,0,5,2,7,30312
05/21/2019,0,3,1,0,1,3,4,30312
05/22/2019,0,4,2,1,5,2,7,30312
05/23/2019,0,3,0,0,1,2,3,30312
05/24/2019,0,2,1,0,1,2,3,30312
05/25/2019,0,0,2,0,1,1,2,30312
05/26/2019,0,0,1,1,0,2,2,30312
05/27/2019,0,0,0,0,0,0,0,30312
05/28/2019,0,2,1,0,1,2,3,30312
05/29/2019,0,4,1,0,3,2,5,30312
05/30/2019,0,3,3,0,2,4,6,30312
05/31/2019,0,1,1,0,0,2,2,30312
06/01/2019,0,0,0,0,0,0,0,30312
06/02/2019,0,0,2,0,0,2,2,30312
06/03/2019,0,0,2,0,0,2,2,30312
06/04/2019,0,3,1,0,2,2,4,30312
06/05/2019,0,1,2,0,0,3,3,30312
06/06/2019,0,3,2,0,3,2,5,30312
06/07/2019,0,7,1,0,1,7,8,30312
06/08/2019,0,1,4,0,0,5,5,30312
06/09/2019,0,0,1,0,0,1,1,30312
06/10/2019,0,1,0,2,0,3,3,30312
06/11/2019,0,2,1,0,1,2,3,30312
06/12/2019,0,2,2,0,1,3,4,30312
06/13/2019,0,1,2,0,0,3,3,30312
06/14/2019,0,1,1,0,0,2,2,30312
06/15/2019,0,0,3,0,1,2,3,30312
06/16/2019,0,0,0,0,0,0,0,30312
06/17/2019,0,0,1,0,0,1,1,30312
06/18/2019,0,2,3,0,2,3,5,30312
06/19/2019,0,3,0,0,0,3,3,30312
06/20/2019,0,3,4,1,3,5,8,30312
06/21/2019,0,3,1,0,1,3,4,30312
06/22/2019,0,0,3,0,2,1,3,30312
06/23/2019,0,0,3,0,0,3,3,30312
06/24/2019,0,5,2,0,2,5,7,30312
06/25/2019,0,0,0,0,0,0,0,30312
06/26/2019,0,2,1,0,1,2,3,30312
06/27/2019,0,0,0,0,0,0,0,30312
06/28/2019,0,0,0,0,0,0,0,30312
06/29/2019,0,0,1,0,1,0,1,30312
06/30/2019,0,1,1,0,0,2,2,30312
07/01/2019,0,1,0,0,0,1,1,30312
07/02/2019,0,0,1,0,0,1,1,30312
07/03/2019,0,0,0,0,0,0,0,30312
07/04/2019,0,0,0,0,0,0,0,30312
07/05/2019,0,0,0,0,0,0,0,30312
07/06/2019,0,0,1,0,0,1,1,30312
07/07/2019,0,0,1,0,0,1,1,30312
07/08/2019,0,2,1,1,0,4,4,30312
07/09/2019,0,1,0,0,0,1,1,30312
07/10/2019,0,4,2,0,1,5,6,30312
07/11/2019,0,0,1,0,0,1,1,30312
07/12/2019,0,1,1,0,0,2,2,30312
07/13/2019,0,0,1,0,0,1,1,30312
07/14/2019,0,0,0,0,0,0,0,30312
07/15/2019,0,0,1,0,0,1,1,30312
07/16/2019,0,0,1,0,0,1,1,30312
07/17/2019,0,0,0,0,0,0,0,30312
07/18/2019,0,0,0,0,0,0,0,30312
07/19/2019,0,0,1,2,0,3,3,30312
07/20/2019,0,0,0,0,0,0,0,30312
07/21/2019,0,0,0,0,0,0,0,30312
07/22/2019,0,0,0,0,0,0,0,30312
07/23/2019,0,0,0,0,0,0,0,30312
07/24/2019,0,0,1,0,0,1,1,30312
07/25/2019,0,0,1,0,0,1,1,30312
07/26/2019,0,0,1,0,0,1,1,30312
07/27/2019,0,0,3,0,0,3,3,30312
07/28/2019,0,0,0,0,0,0,0,30312
07/29/2019,0,0,1,0,0,1,1,30312
07/30/2019,0,1,2,0,2,1,3,30312
07/31/2019,0,3,1,0,0,4,4,30312
08/01/2019,0,0,1,0,0,1,1,30312
